City/area,Microterritorial Unit,Category,Sub-category,Indicator,Year,Value,Unit,Comments,Source,DOI,URL
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1969,18.83,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1970,14.43,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1971,10.04,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1972,9.95,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1973,9.92,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1974,9.35,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1975,7.8,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1976,6.99,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1977,5.49,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1978,5.99,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1979,7.41,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1980,7.04,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1981,5.84,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1982,4.47,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1983,4.84,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1984,6.32,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1985,7.19,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1986,5.62,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1987,5.37,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1988,4.81,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1989,4.26,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1990,3.96,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1991,4.85,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1992,4.26,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1993,4.93,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1994,1.83,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1995,2.29,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1996,1.64,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1997,3.07,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1998,2.78,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1999,0.57,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,2000,0.74,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,2001,0.3,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,2002,0.23,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,2003,0.7,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,2004,0.61,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,2005,0.31,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,2006,0.27,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,2007,0.13,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,2008,0.1,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,2009,0.07,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1800,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1801,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1802,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1803,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1804,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1805,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1806,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1807,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1808,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1809,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1810,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1811,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1812,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1813,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1814,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1815,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1816,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1817,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1818,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1819,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1820,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1821,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1822,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1823,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1824,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1825,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1826,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,electricity consumption,Energy use by energy type - All other energy,1827,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
